Course_id,Course,Course_organization,Course_Certificate_type,Course_rating,Course_difficulty,Course_students_enrolled
477,Politics and Economics of International Energy,University of Toronto,COURSE,4.7,Beginner,8900.0
216,Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,160000.0
291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,83000.0
606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,34000.0
240,Positive Psychology: Martin E. P. Seligmanâ€™s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,72000.0
646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,180000.0
348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,23000.0
320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,50000.0
692,Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,40000.0
808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,67000.0
389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,10000.0
299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,39000.0
215,Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,22000.0
57,Primeros Auxilios PsicolÃ³gicos (PAP),E-Learning Development Fund,COURSE,4.8,Mixed,68000.0
114,Private Equity and Venture Capital,Stanford University,COURSE,4.8,Mixed,47000.0
683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,20000.0
715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,280000.0
626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,79000.0
364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,68000.0
732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,36000.0
47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,39000.0
208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,250000.0
731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,19000.0
284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,1300.0
31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,18000.0
30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,70000.0
37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190000.0
424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,440000.0
279,Python Basics,University of Michigan,COURSE,4.8,Beginner,230000.0
869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,190000.0
111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,52000.0
555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,110000.0
374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,21000.0
152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,420000.0
3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,26000.0
823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,41000.0
827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,170000.0
317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,1500.0
771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,69000.0
553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,3000.0
658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,480000.0
82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,7700.0
532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,29000.0
868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,23000.0
876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,24000.0
622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,5200.0
289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,7200.0
414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,16000.0
315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,170000.0
632,Roman Architecture,Yale University,COURSE,4.9,Beginner,36000.0
833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,17000.0
160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,3200.0
393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,7000.0
332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,33000.0
601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,370000.0
781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,2600.0
763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,160000.0
860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,5600.0
368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,16000.0
121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,6800.0
629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,12000.0
836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,9100.0
712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,140000.0
19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,47000.0
154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,6400.0
285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14000.0
304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,14000.0
167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,110000.0
792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,61000.0
814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,16000.0
660,Smart Cities :Management of Smart Urban Infrastructures,University of Michigan,COURSE,4.6,Beginner,18000.0
817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,15000.0
49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,20000.0
440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,22000.0
574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,13000.0
83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,130000.0
506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,78000.0
186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,4200.0
402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,220000.0
859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,42000.0
64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,60000.0
515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,34000.0
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,60000.0
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,17000.0
504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,68000.0
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,8800.0
200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12000.0
580,Sports and Society,Duke University,COURSE,4.8,Mixed,71000.0
68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,430000.0
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,12000.0
170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16000.0
127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,370000.0
84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,17000.0
657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,16000.0
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,34000.0
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,220000.0
93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,28000.0
801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,60000.0
202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,9500.0
592,Strategic Sales Management,Macquarie University,SPECIALIZATION,4.5,Intermediate,100000.0
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,58000.0
749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,68000.0
189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,9200.0
455,Success,University of Pennsylvania,COURSE,4.8,Beginner,30000.0
40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,11000.0
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,220000.0
483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,38000.0
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,750000.0
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,11000.0
50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,7900.0
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,4900.0
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,66000.0
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,82000.0
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,24000.0
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,50000.0
403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,45000.0
484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,9400.0
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,3900.0
67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62000.0
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,48000.0
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,33000.0
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,100000.0
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,62000.0
466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,81000.0
41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,8500.0
27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,53000.0
217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,49000.0
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,280000.0
460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,170000.0
507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,12000.0
133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,90000.0
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,130000.0
135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,47000.0
65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,23000.0
97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,73000.0
768,The Changing Global Order,Universität Leiden,COURSE,4.7,Intermediate,130000.0
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,22000.0
81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84000.0
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,11000.0
274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,120000.0
587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,420000.0
282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,7200.0
357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,84000.0
671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,29000.0
576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,47000.0
272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,130000.0
534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,47000.0
826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,9400.0
818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,180000.0
690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,120000.0
696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,1700.0
524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,50000.0
2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,12000.0
118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,59000.0
677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,13000.0
138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,2500.0
459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,19000.0
666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,100000.0
616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,26000.0
584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,28000.0
146,Tools for Data Science,IBM,COURSE,4.6,Beginner,33000.0
220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,14000.0
529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,200000.0
530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,120000.0
438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,68000.0
245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,45000.0
153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,110000.0
46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,5400.0
595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,12000.0
676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,44000.0
353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,68000.0
500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,25000.0
173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,29000.0
886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,78000.0
746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,89000.0
261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,24000.0
465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,11000.0
249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,49000.0
865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,120000.0
618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,30000.0
882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,130000.0
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,6100.0
117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,12000.0
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,9500.0
350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,3900.0
199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,23000.0
603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,43000.0
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,220000.0
589,Version Control with Git,Atlassian University,COURSE,4.8,Mixed,310000.0
71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,19000.0
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,63000.0
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,40000.0
185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,150000.0
182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,37000.0
42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,23000.0
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,190000.0
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120000.0
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,280000.0
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,34000.0
88,What is Data Science?,IBM,COURSE,4.7,Beginner,120000.0
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,35000.0
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,6200.0
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,260000.0
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,94000.0
213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,32000.0
684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,17000.0
69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,12000.0
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,270000.0
